#Gene_1	Gene_2	weight
adh7	ugt2a3	1.00
adh7	ugt2b10	1.00
adh7	ugt2b11	1.00
adh7	ugt2b15	1.00
adh7	ugt2b17	1.00
adh7	ugt2b28	1.00
adh7	ugt2b4	1.00
adh7	ugt2b7	1.00
adhfe1	lipc	0.59
adi1	dbt	0.59
adi1	prkab2	0.53
adi1	ubc	0.59
adipoq	adipor1	1.00
adipoq	adipor2	1.00
adipoq	cdh1	0.53
adipoq	cebpa	1.00
adipoq	foxa1	1.00
adipoq	ppara	1.00
adipoq	pparg	1.00
adipoq	rxra	1.00
adipoq	rxrb	1.00
adipoq	rxrg	1.00
adipoq	slc2a4	1.00
adipoq	sp1	1.00
adipoq	ubb	0.53
adipoq	ubc	0.53
adipor1	camkk1	1.00
adipor1	camkk2	1.00
adipor1	ppara	1.00
adipor1	pparg	1.00
adipor1	prkaa1	1.00
adipor1	prkaa2	1.00
adipor1	prkab1	1.00
adipor1	prkab2	1.00
adipor1	prkag1	1.00
adipor1	prkag2	1.00
adipor1	prkag3	1.00
adipor1	stk11	1.00
adipor2	camkk1	1.00
adipor2	camkk2	1.00
adipor2	ppara	1.00
adipor2	prkaa1	1.00
adipor2	prkaa2	1.00
adipor2	prkab1	1.00
adipor2	prkab2	1.00
adipor2	prkag1	1.00
adipor2	prkag2	1.00
adipor2	prkag3	1.00
adipor2	stk11	1.00
adirf	chd2	1.00
adirf	ctcf	1.00
adirf	e2f6	1.00
adirf	ebf1	1.00
adirf	egr1	1.00
adirf	gsk3b	0.59
adirf	nanog	1.00
adirf	pax5	1.00
adirf	pbx3	1.00
adirf	pou2f2	1.00
adirf	rad21	1.00
adirf	taf1	1.00
adirf	tcf12	1.00
adirf	ubc	0.59
adirf	usf1	1.00
adirf	usf2	1.00
adirf	yy1	1.00
adk	cth	0.53
adk	gyg1	0.53
adk	gyg2	0.53
adk	srd5a3	0.59
adk	ubc	0.59
adm	calcrl	1.00
adm	cebpb	1.00
adm	edn1	0.59
adm	gnas	1.00
adm	gnb1	1.00
adm	gng2	1.00
adm	hif1a	1.00
adm	jund	1.00
adm	ramp2	1.00
adm	ramp3	1.00
adm	tfap2a	1.00
adm	usf1	1.00
adm2	calcrl	1.00
adm2	gnas	1.00
adm2	gnb1	1.00
adm2	gng2	1.00
adm2	ramp2	1.00
adm2	ramp3	1.00
adnp	bmi1	0.59
adnp	ctcf	1.00
adnp	hdac1	0.59
adnp	myc	0.59
adnp	rnf2	0.59
adnp	sap18	0.59
adnp	ubc	0.59
adnp2	nfyc	0.59
adnp2	ubc	0.59
adora1	adora2a	0.96
adora1	adrbk1	1.00
adora1	adrbk2	1.00
adora1	arrb1	1.00
adora1	arrb2	1.00
adora1	bcl11a	1.00
adora1	clta	1.00
adora1	cltb	1.00
adora1	cltc	1.00
adora1	cltcl1	1.00
adora1	drd1	0.96
adora1	drd2	0.95
adora1	drd3	0.95
adora1	ep300	1.00
adora1	ghrl	1.00
adora1	gnai1	1.00
adora1	gnai2	1.00
adora1	gnai3	1.00
adora1	gnao1	1.00
adora1	gnas	0.59
adora1	gnat3	1.00
adora1	gnaz	0.59
adora1	gnb1	1.00
adora1	gng12	1.00
adora1	gng2	1.00
adora1	gng3	1.00
adora1	gng4	1.00
adora1	gng5	1.00
adora1	gng7	1.00
adora1	gng8	1.00
adora1	gngt1	1.00
adora1	gngt2	1.00
adora1	grk1	1.00
adora1	grk4	1.00
adora1	grk5	1.00
adora1	grk6	1.00
adora1	grk7	1.00
adora1	grm1	0.59
adora1	kcnj3	1.00
adora1	kcnj5	1.00
adora1	kcnj6	1.00
adora1	kcnj9	1.00
adora1	nfkb1	1.00
adora1	npy	1.00
adora1	p2ry1	0.96
adora2a	adra2a	1.00
adora2a	adra2c	1.00
adora2a	adrbk1	1.00
adora2a	adrbk2	1.00
adora2a	arrb1	1.00
adora2a	arrb2	1.00
adora2a	ccr9	0.89
adora2a	clta	1.00
adora2a	cltb	1.00
adora2a	cltc	1.00
adora2a	cltcl1	1.00
adora2a	cnr1	0.59
adora2a	drd2	0.95
adora2a	drd3	0.95
adora2a	fshb	1.00
adora2a	gnai1	1.00
adora2a	gnai2	1.00
adora2a	gnai3	1.00
adora2a	gnal	1.00
adora2a	gnao1	1.00
adora2a	gnaq	1.00
adora2a	gnas	1.00
adora2a	gnb1	1.00
adora2a	gng12	1.00
adora2a	gng2	1.00
adora2a	gng3	1.00
adora2a	gng4	1.00
adora2a	gng5	1.00
adora2a	gng7	1.00
adora2a	gng8	1.00
adora2a	gngt1	1.00
adora2a	gngt2	1.00
adora2a	grk1	1.00
adora2a	grk4	1.00
adora2a	grk5	1.00
adora2a	grk6	1.00
adora2a	grk7	1.00
adora2a	kcnj3	1.00
adora2a	kcnj5	1.00
adora2a	kcnj6	1.00
adora2a	kcnj9	1.00
adora2a	ntrk1	1.00
adora2a	ntrk2	1.00
adora2a	p2ry2	1.00
adora2a	sftpb	1.00
adora2a	sftpc	1.00
adora2b	adra2a	1.00
adora2b	adra2c	1.00
adora2b	adrbk1	1.00
adora2b	adrbk2	1.00
adora2b	arrb1	1.00
adora2b	arrb2	1.00
adora2b	clta	1.00
adora2b	cltb	1.00
adora2b	cltc	1.00
adora2b	cltcl1	1.00
adora2b	drd3	0.95
adora2b	gnai1	1.00
adora2b	gnai2	1.00
adora2b	gnai3	1.00
adora2b	gnal	1.00
adora2b	gnao1	1.00
adora2b	gnaq	1.00
adora2b	gnas	1.00
adora2b	gnb1	1.00
adora2b	gng12	1.00
adora2b	gng2	1.00
adora2b	gng3	1.00
adora2b	gng4	1.00
adora2b	gng5	1.00
adora2b	gng7	1.00
adora2b	gng8	1.00
adora2b	gngt1	1.00
adora2b	gngt2	1.00
adora2b	grk1	1.00
adora2b	grk4	1.00
adora2b	grk5	1.00
adora2b	grk6	1.00
adora2b	grk7	1.00
adora2b	kcnj3	1.00
adora2b	kcnj5	1.00
adora2b	kcnj6	1.00
adora2b	kcnj9	1.00
adora2b	p2ry2	1.00
adora2b	sftpb	1.00
adora2b	sftpc	1.00
adora2b	ubc	0.59
adora3	gnai1	1.00
adora3	gnai2	1.00
adora3	gnai3	1.00
adora3	gnat3	1.00
adora3	gnb1	1.00
adora3	gng2	1.00
adprm	ubc	0.59
adra1a	adrbk1	1.00
adra1a	adrbk2	1.00
adra1a	arrb1	1.00
adra1a	arrb2	1.00
adra1a	clta	1.00
adra1a	cltb	1.00
adra1a	cltc	1.00
adra1a	cltcl1	1.00
adra1a	gna11	1.00
adra1a	gna12	1.00
adra1a	gna13	1.00
adra1a	gna14	1.00
adra1a	gna15	1.00
adra1a	gnai1	1.00
adra1a	gnai2	1.00
adra1a	gnai3	1.00
adra1a	gnaq	1.00
adra1a	gnb1	1.00
adra1a	gng12	1.00
adra1a	gng2	1.00
adra1a	gng3	1.00
adra1a	gng4	1.00
adra1a	gng5	1.00
adra1a	gng7	1.00
adra1a	gng8	1.00
adra1a	gngt1	1.00
adra1a	gngt2	1.00
adra1a	grk1	1.00
adra1a	grk4	1.00
adra1a	grk5	1.00
adra1a	grk6	1.00
adra1a	grk7	1.00
adra1a	prkaa1	1.00
adra1a	prkaa2	1.00
adra1a	prkab1	1.00
adra1a	prkab2	1.00
adra1a	prkag1	1.00
adra1a	prkag2	1.00
adra1a	prkag3	1.00
adra1a	trpc6	1.00
adra1b	adrbk1	1.00
adra1b	adrbk2	1.00
adra1b	arrb1	1.00
adra1b	arrb2	1.00
adra1b	ccl11	1.00
adra1b	ccl4	1.00
adra1b	clta	1.00
adra1b	cltb	1.00
adra1b	cltc	1.00
adra1b	cltcl1	1.00
adra1b	drd4	0.96
adra1b	edn1	1.00
adra1b	f2	1.00
adra1b	flj00404	1.00
adra1b	gna11	1.00
adra1b	gna12	1.00
adra1b	gna13	1.00
adra1b	gna14	1.00
adra1b	gna15	1.00
adra1b	gnai1	1.00
adra1b	gnai2	1.00
adra1b	gnai3	1.00
adra1b	gnaq	1.00
adra1b	gnb1	1.00
adra1b	gng12	1.00
adra1b	gng2	1.00
adra1b	gng3	1.00
adra1b	gng4	1.00
adra1b	gng5	1.00
adra1b	gng7	1.00
adra1b	gng8	1.00
adra1b	gngt1	1.00
adra1b	gngt2	1.00
adra1b	grk1	1.00
adra1b	grk4	1.00
adra1b	grk5	1.00
adra1b	grk6	1.00
adra1b	grk7	1.00
adra1b	gsa	1.00
adra1b	nfix	1.00
adra1b	tgm2	1.00
adra1b	trpc6	1.00
adra1d	adrbk1	1.00
adra1d	adrbk2	1.00
adra1d	arrb1	1.00
adra1d	arrb2	1.00
adra1d	clta	1.00
adra1d	cltb	1.00
adra1d	cltc	1.00
adra1d	cltcl1	1.00
adra1d	creb1	1.00
adra1d	gna11	1.00
adra1d	gna12	1.00
adra1d	gna13	1.00
adra1d	gna14	1.00
adra1d	gna15	1.00
adra1d	gnai1	1.00
adra1d	gnai2	1.00
adra1d	gnai3	1.00
adra1d	gnaq	1.00
adra1d	gnb1	1.00
adra1d	gng12	1.00
adra1d	gng2	1.00
adra1d	gng3	1.00
adra1d	gng4	1.00
adra1d	gng5	1.00
adra1d	gng7	1.00
adra1d	gng8	1.00
adra1d	gngt1	1.00
adra1d	gngt2	1.00
adra1d	grk1	1.00
adra1d	grk4	1.00
adra1d	grk5	1.00
adra1d	grk6	1.00
adra1d	grk7	1.00
adra1d	sp1	1.00
adra1d	tfap2a	1.00
adra1d	trpc6	1.00
adra2a	adrbk1	1.00
adra2a	adrbk2	1.00
adra2a	arrb1	1.00
adra2a	arrb2	1.00
adra2a	clta	1.00
adra2a	cltb	1.00
adra2a	cltc	1.00
adra2a	cltcl1	1.00
adra2a	gna11	1.00
adra2a	gna12	1.00
adra2a	gna13	1.00
adra2a	gnai1	1.00
adra2a	gnai2	1.00
adra2a	gnai3	1.00
adra2a	gnao1	0.59
adra2a	gnaq	1.00
adra2a	gnat3	1.00
adra2a	gnaz	1.00
adra2a	gnb1	1.00
adra2a	gng12	1.00
adra2a	gng2	1.00
adra2a	gng3	1.00
adra2a	gng4	1.00
adra2a	gng5	1.00
adra2a	gng7	1.00
adra2a	gng8	1.00
adra2a	gngt1	1.00
adra2a	gngt2	1.00
adra2a	gria2	0.59
adra2a	grk1	1.00
adra2a	grk4	1.00
adra2a	grk5	1.00
adra2a	grk6	1.00
adra2a	grk7	1.00
adra2a	p2ry2	1.00
adra2a	psmd2	0.59
adra2a	sftpb	1.00
adra2a	sftpc	1.00
adra2a	trpc6	1.00
adra2b	adrbk1	1.00
adra2b	adrbk2	1.00
adra2b	arrb1	1.00
adra2b	arrb2	1.00
adra2b	clta	1.00
adra2b	cltb	1.00
adra2b	cltc	1.00
adra2b	cltcl1	1.00
adra2b	gna11	1.00
adra2b	gna12	1.00
adra2b	gna13	1.00
adra2b	gnai1	1.00
adra2b	gnai2	1.00
adra2b	gnai3	1.00
adra2b	gnaq	1.00
adra2b	gnat3	1.00
adra2b	gnaz	1.00
adra2b	gnb1	1.00
adra2b	gng12	1.00
adra2b	gng2	1.00
adra2b	gng3	1.00
adra2b	gng4	1.00
adra2b	gng5	1.00
adra2b	gng7	1.00
adra2b	gng8	1.00
adra2b	gngt1	1.00
adra2b	gngt2	1.00
adra2b	grk1	1.00
adra2b	grk4	1.00
adra2b	grk5	1.00
adra2b	grk6	1.00
adra2b	grk7	1.00
adra2b	trpc6	1.00
adra2c	adrbk1	1.00
adra2c	adrbk2	1.00
adra2c	arrb1	1.00
adra2c	arrb2	1.00
adra2c	clta	1.00
adra2c	cltb	1.00
adra2c	cltc	1.00
adra2c	cltcl1	1.00
adra2c	gna11	1.00
adra2c	gna12	1.00
adra2c	gna13	1.00
adra2c	gnai1	1.00
adra2c	gnai2	1.00
adra2c	gnai3	1.00
adra2c	gnaq	1.00
adra2c	gnat3	1.00
adra2c	gnaz	1.00
adra2c	gnb1	1.00
adra2c	gng12	1.00
adra2c	gng2	1.00
adra2c	gng3	1.00
adra2c	gng4	1.00
adra2c	gng5	1.00
adra2c	gng7	1.00
adra2c	gng8	1.00
adra2c	gngt1	1.00
adra2c	gngt2	1.00
adra2c	grk1	1.00
adra2c	grk4	1.00
adra2c	grk5	1.00
adra2c	grk6	1.00
adra2c	grk7	1.00
adra2c	p2ry2	1.00
adra2c	sftpb	1.00
adra2c	sftpc	1.00
adra2c	trpc6	1.00
adrb1	adrb2	0.53
adrb1	adrb3	0.95
adrb1	adrbk1	1.00
adrb1	adrbk2	1.00
adrb1	arrb1	1.00
adrb1	arrb2	1.00
adrb1	clta	1.00
adrb1	cltb	1.00
adrb1	cltc	1.00
adrb1	cltcl1	1.00
adrb1	fshb	1.00
adrb1	gnai1	1.00
adrb1	gnai2	1.00
adrb1	gnai3	1.00
adrb1	gnal	1.00
adrb1	gnas	1.00
adrb1	gnb1	1.00
adrb1	gng12	1.00
adrb1	gng2	1.00
adrb1	gng3	1.00
adrb1	gng4	1.00
adrb1	gng5	1.00
adrb1	gng7	1.00
adrb1	gng8	1.00
adrb1	gngt1	1.00
adrb1	gngt2	1.00
adrb1	grk1	1.00
adrb1	grk4	1.00
adrb1	grk5	1.00
adrb1	grk6	1.00
adrb1	grk7	1.00
adrb1	magi3	0.99
adrb1	prkaca	0.53
adrb1	prkacb	0.53
adrb1	prkacg	0.53
adrb2	adrb3	0.53
adrb2	adrbk1	1.00
adrb2	adrbk2	1.00
adrb2	arf6	1.00
adrb2	arrb1	1.00
adrb2	arrb2	1.00
adrb2	cacna1d	0.53
adrb2	cav1	0.53
adrb2	cav3	0.53
adrb2	ccl11	1.00
adrb2	ccl4	1.00
adrb2	cftr	1.00
adrb2	clta	1.00
adrb2	cltb	1.00
adrb2	cltc	1.00
adrb2	cltcl1	1.00
adrb2	cnbp	0.59
adrb2	creb1	1.00
adrb2	cyth2	1.00
adrb2	ebf1	1.00
adrb2	edn1	1.00
adrb2	ep300	1.00
adrb2	f2	1.00
adrb2	flj00404	1.00
adrb2	ghrl	1.00
adrb2	gnai1	1.00
adrb2	gnai2	1.00
adrb2	gnai3	1.00
adrb2	gnal	1.00
adrb2	gnas	1.00
adrb2	gnb1	1.00
adrb2	gng12	1.00
adrb2	gng2	1.00
adrb2	gng3	1.00
adrb2	gng4	1.00
adrb2	gng5	1.00
adrb2	gng7	1.00
adrb2	gng8	1.00
adrb2	gngt1	1.00
adrb2	gngt2	1.00
adrb2	gria1	0.53
adrb2	gria2	0.53
adrb2	gria3	0.53
adrb2	gria4	0.53
adrb2	grk1	1.00
adrb2	grk4	1.00
adrb2	grk5	1.00
adrb2	grk6	1.00
adrb2	grk7	1.00
adrb2	gsa	1.00
adrb2	kcnk2	0.53
adrb2	kcnma1	0.59
adrb2	magi1	0.53
adrb2	mapk8	1.00
adrb2	npy	1.00
adrb2	pde4d	0.53
adrb2	prkaca	0.53
adrb2	prkacb	0.53
adrb2	prkar1a	1.00
adrb2	prkar2a	1.00
adrb2	prkar2b	1.00
adrb2	src	0.59
adrb3	adrbk1	1.00
adrb3	adrbk2	1.00
adrb3	arrb1	1.00
adrb3	arrb2	1.00
adrb3	atf1	1.00
adrb3	cacna1c	0.53
adrb3	cacna1d	0.53
adrb3	clta	1.00
adrb3	cltb	1.00
adrb3	cltc	1.00
adrb3	cltcl1	1.00
adrb3	creb1	1.00
adrb3	gnai1	1.00
adrb3	gnai2	1.00
adrb3	gnai3	1.00
adrb3	gnal	1.00
adrb3	gnas	1.00
adrb3	gnb1	1.00
adrb3	gng12	1.00
adrb3	gng2	1.00
adrb3	gng3	1.00
adrb3	gng4	1.00
adrb3	gng5	1.00
adrb3	gng7	1.00
adrb3	gng8	1.00
adrb3	gngt1	1.00
adrb3	gngt2	1.00
adrb3	grk1	1.00
adrb3	grk4	1.00
adrb3	grk5	1.00
adrb3	grk6	1.00
adrb3	grk7	1.00
adrb3	pde4d	0.53
adrb3	prkaca	0.53
adrb3	prkacb	0.53
adrb3	prkacg	0.53
adrbk1	agtr2	1.00
adrbk1	arrb1	1.00
adrbk1	arrb2	1.00
adrbk1	calm1	1.00
adrbk1	ccl11	1.00
adrbk1	ccl4	1.00
adrbk1	ccr1	1.00
adrbk1	ccr10	1.00
adrbk1	ccr2	1.00
adrbk1	ccr3	1.00
adrbk1	ccr4	1.00
adrbk1	ccr5	1.00
adrbk1	ccr6	1.00
adrbk1	ccr7	1.00
adrbk1	ccr8	1.00
adrbk1	ccr9	1.00
adrbk1	cdk5r1	0.89
adrbk1	chrm1	1.00
adrbk1	chrm2	1.00
adrbk1	chrm3	1.00
adrbk1	chrm4	1.00
adrbk1	chrm5	1.00
adrbk1	csnk1a1	1.00
adrbk1	csnk1g2	0.89
adrbk1	cx3cr1	1.00
adrbk1	cxcl12	1.00
adrbk1	cxcl8	1.00
adrbk1	cxcr1	1.00
adrbk1	cxcr2	1.00
adrbk1	cxcr3	1.00
adrbk1	cxcr4	1.00
adrbk1	cxcr5	1.00
adrbk1	cxcr6	1.00
adrbk1	drd1	1.00
adrbk1	drd2	1.00
adrbk1	drd3	1.00
adrbk1	drd4	1.00
adrbk1	drd5	1.00
adrbk1	edn1	1.00
adrbk1	egf	0.59
adrbk1	egfr	0.59
adrbk1	eif2ak2	0.89
adrbk1	f2	1.00
adrbk1	f2r	1.00
adrbk1	flj00404	1.00
adrbk1	fpr1	0.59
adrbk1	gna11	1.00
adrbk1	gna14	1.00
adrbk1	gna15	1.00
adrbk1	gnaq	1.00
adrbk1	gnat1	0.89
adrbk1	gnb1	1.00
adrbk1	gng2	1.00
adrbk1	gngt1	1.00
adrbk1	gnrhr	1.00
adrbk1	gpr50	1.00
adrbk1	grm1	1.00
adrbk1	grm2	1.00
adrbk1	grm3	1.00
adrbk1	grm4	1.00
adrbk1	grm5	1.00
adrbk1	grm6	1.00
adrbk1	grm7	1.00
adrbk1	grm8	1.00
adrbk1	gsk3a	0.89
adrbk1	guca1a	0.89
adrbk1	hdac5	1.00
adrbk1	hrh1	1.00
adrbk1	hrh2	1.00
adrbk1	hrh3	1.00
adrbk1	hrh4	1.00
adrbk1	htr1a	1.00
adrbk1	htr1b	1.00
adrbk1	htr1d	1.00
adrbk1	htr1e	1.00
adrbk1	htr1f	1.00
adrbk1	htr2a	1.00
adrbk1	htr2b	1.00
adrbk1	htr2c	1.00
adrbk1	htr4	1.00
adrbk1	htr5a	1.00
adrbk1	htr6	1.00
adrbk1	htr7	1.00
adrbk1	mag	0.89
adrbk1	mdm2	0.59
adrbk1	mok	0.89
adrbk1	mtnr1a	1.00
adrbk1	mtnr1b	1.00
adrbk1	ncs1	1.00
adrbk1	nfkbia	0.96
adrbk1	nrg2	0.89
adrbk1	oprd1	1.00
adrbk1	oprk1	1.00
adrbk1	oprl1	1.00
adrbk1	oprm1	1.00
adrbk1	or10a2	1.00
adrbk1	or10a3	1.00
adrbk1	or10a4	1.00
adrbk1	or10a5	1.00
adrbk1	or10a6	1.00
adrbk1	or10a7	1.00
adrbk1	or10ad1	1.00
adrbk1	or10ag1	1.00
adrbk1	or10c1	1.00
adrbk1	or10g3	1.00
adrbk1	or10g4	1.00
adrbk1	or10g7	1.00
adrbk1	or10g8	1.00
adrbk1	or10g9	1.00
adrbk1	or10h1	1.00
adrbk1	or10h2	1.00
adrbk1	or10h3	1.00
adrbk1	or10h4	1.00
adrbk1	or10h5	1.00
adrbk1	or10j1	1.00
adrbk1	or10j3	1.00
adrbk1	or10j5	1.00
adrbk1	or10k1	1.00
adrbk1	or10k2	1.00
adrbk1	or10p1	1.00
adrbk1	or10q1	1.00
adrbk1	or10r2	1.00
adrbk1	or10s1	1.00
adrbk1	or10t2	1.00
adrbk1	or10v1	1.00
adrbk1	or10w1	1.00
adrbk1	or10x1	1.00
adrbk1	or10z1	1.00
adrbk1	or11a1	1.00
adrbk1	or11g2	1.00
adrbk1	or11h1	1.00
adrbk1	or11h12	1.00
adrbk1	or11h4	1.00
adrbk1	or11h6	1.00
adrbk1	or11l1	1.00
adrbk1	or12d2	1.00
adrbk1	or12d3	1.00
adrbk1	or13a1	1.00
adrbk1	or13c2	1.00
adrbk1	or13c3	1.00
adrbk1	or13c4	1.00
adrbk1	or13c5	1.00
adrbk1	or13c8	1.00
adrbk1	or13c9	1.00
adrbk1	or13d1	1.00
adrbk1	or13f1	1.00
adrbk1	or13g1	1.00
adrbk1	or13h1	1.00
adrbk1	or13j1	1.00
adrbk1	or14a16	1.00
adrbk1	or14c36	1.00
adrbk1	or14i1	1.00
adrbk1	or14j1	1.00
adrbk1	or1a1	1.00
adrbk1	or1a2	1.00
adrbk1	or1b1	1.00
adrbk1	or1c1	1.00
adrbk1	or1d2	1.00
adrbk1	or1d5	1.00
adrbk1	or1e1	1.00
adrbk1	or1e2	1.00
adrbk1	or1f1	1.00
adrbk1	or1g1	1.00
adrbk1	or1i1	1.00
adrbk1	or1j1	1.00
adrbk1	or1j2	1.00
adrbk1	or1j4	1.00
adrbk1	or1k1	1.00
adrbk1	or1l1	1.00
adrbk1	or1l3	1.00
adrbk1	or1l4	1.00
adrbk1	or1l6	1.00
adrbk1	or1l8	1.00
adrbk1	or1m1	1.00
adrbk1	or1n1	1.00
adrbk1	or1n2	1.00
adrbk1	or1q1	1.00
adrbk1	or1s1	1.00
adrbk1	or1s2	1.00
adrbk1	or2a1	1.00
adrbk1	or2a12	1.00
adrbk1	or2a14	1.00
adrbk1	or2a2	1.00
adrbk1	or2a25	1.00
adrbk1	or2a4	1.00
adrbk1	or2a5	1.00
adrbk1	or2a7	1.00
adrbk1	or2ae1	1.00
adrbk1	or2ag1	1.00
adrbk1	or2ag2	1.00
adrbk1	or2ak2	1.00
adrbk1	or2ap1	1.00
adrbk1	or2at4	1.00
adrbk1	or2b11	1.00
adrbk1	or2b2	1.00
adrbk1	or2b3	1.00
adrbk1	or2b6	1.00
adrbk1	or2c1	1.00
adrbk1	or2c3	1.00
adrbk1	or2d2	1.00
adrbk1	or2d3	1.00
adrbk1	or2f1	1.00
adrbk1	or2f2	1.00
adrbk1	or2g2	1.00
adrbk1	or2g3	1.00
adrbk1	or2g6	1.00
adrbk1	or2h1	1.00
adrbk1	or2h2	1.00
adrbk1	or2j2	1.00
adrbk1	or2j3	1.00
adrbk1	or2k2	1.00
adrbk1	or2l13	1.00
adrbk1	or2l2	1.00
adrbk1	or2l3	1.00
adrbk1	or2l5	1.00
adrbk1	or2l8	1.00
adrbk1	or2m2	1.00
adrbk1	or2m3	1.00
adrbk1	or2m4	1.00
adrbk1	or2m5	1.00
adrbk1	or2m7	1.00
adrbk1	or2s2	1.00
adrbk1	or2t1	1.00
adrbk1	or2t10	1.00
adrbk1	or2t11	1.00
adrbk1	or2t12	1.00
adrbk1	or2t2	1.00
adrbk1	or2t27	1.00
adrbk1	or2t29	1.00
adrbk1	or2t3	1.00
adrbk1	or2t33	1.00
adrbk1	or2t34	1.00
adrbk1	or2t4	1.00
adrbk1	or2t5	1.00
adrbk1	or2t6	1.00
adrbk1	or2t8	1.00
adrbk1	or2v1	1.00
adrbk1	or2v2	1.00
adrbk1	or2w1	1.00
adrbk1	or2w3	1.00
adrbk1	or2y1	1.00
adrbk1	or2z1	1.00
adrbk1	or3a1	1.00
adrbk1	or3a2	1.00
adrbk1	or3a3	1.00
adrbk1	or4a15	1.00
adrbk1	or4a16	1.00
adrbk1	or4a47	1.00
adrbk1	or4a5	1.00
adrbk1	or4b1	1.00
adrbk1	or4c11	1.00
adrbk1	or4c12	1.00
adrbk1	or4c13	1.00
adrbk1	or4c15	1.00
adrbk1	or4c16	1.00
adrbk1	or4c3	1.00
adrbk1	or4c46	1.00
adrbk1	or4c6	1.00
adrbk1	or4d1	1.00
adrbk1	or4d10	1.00
adrbk1	or4d11	1.00
adrbk1	or4d2	1.00
adrbk1	or4d5	1.00
adrbk1	or4d6	1.00
adrbk1	or4d9	1.00
adrbk1	or4f15	1.00
adrbk1	or4f17	1.00
adrbk1	or4f21	1.00
adrbk1	or4f3	1.00
adrbk1	or4f4	1.00
adrbk1	or4f5	1.00
adrbk1	or4f6	1.00
adrbk1	or4k1	1.00
adrbk1	or4k13	1.00
adrbk1	or4k14	1.00
adrbk1	or4k15	1.00
adrbk1	or4k17	1.00
adrbk1	or4k2	1.00
adrbk1	or4k5	1.00
adrbk1	or4l1	1.00
adrbk1	or4m1	1.00
adrbk1	or4m2	1.00
adrbk1	or4n2	1.00
adrbk1	or4n4	1.00
adrbk1	or4n5	1.00
adrbk1	or4p4	1.00
adrbk1	or4q3	1.00
adrbk1	or4s1	1.00
adrbk1	or4s2	1.00
adrbk1	or4x1	1.00
adrbk1	or4x2	1.00
adrbk1	or51a2	1.00
adrbk1	or51a4	1.00
adrbk1	or51a7	1.00
adrbk1	or51b2	1.00
adrbk1	or51b4	1.00
adrbk1	or51b5	1.00
adrbk1	or51b6	1.00
adrbk1	or51d1	1.00
adrbk1	or51e1	1.00
adrbk1	or51e2	1.00
adrbk1	or51f1	1.00
adrbk1	or51f2	1.00
adrbk1	or51g1	1.00
adrbk1	or51g2	1.00
adrbk1	or51i1	1.00
adrbk1	or51i2	1.00
adrbk1	or51l1	1.00
adrbk1	or51m1	1.00
adrbk1	or51q1	1.00
adrbk1	or51s1	1.00
adrbk1	or51t1	1.00
adrbk1	or51v1	1.00
adrbk1	or52a1	1.00
adrbk1	or52a5	1.00
adrbk1	or52b2	1.00
adrbk1	or52b4	1.00
adrbk1	or52b6	1.00
adrbk1	or52d1	1.00
adrbk1	or52e2	1.00
adrbk1	or52e4	1.00
adrbk1	or52e6	1.00
adrbk1	or52e8	1.00
adrbk1	or52h1	1.00
adrbk1	or52i1	1.00
adrbk1	or52i2	1.00
adrbk1	or52j3	1.00
adrbk1	or52k1	1.00
adrbk1	or52k2	1.00
adrbk1	or52l1	1.00
adrbk1	or52m1	1.00
adrbk1	or52n1	1.00
adrbk1	or52n2	1.00
adrbk1	or52n4	1.00
adrbk1	or52n5	1.00
adrbk1	or52r1	1.00
adrbk1	or52w1	1.00
adrbk1	or56a1	1.00
adrbk1	or56a3	1.00
adrbk1	or56a4	1.00
adrbk1	or56a5	1.00
adrbk1	or56b1	1.00
adrbk1	or56b4	1.00
adrbk1	or5a1	1.00
adrbk1	or5a2	1.00
adrbk1	or5ac2	1.00
adrbk1	or5ak2	1.00
adrbk1	or5an1	1.00
adrbk1	or5ap2	1.00
adrbk1	or5ar1	1.00
adrbk1	or5as1	1.00
adrbk1	or5au1	1.00
adrbk1	or5b12	1.00
adrbk1	or5b17	1.00
adrbk1	or5b2	1.00
adrbk1	or5b21	1.00
adrbk1	or5b3	1.00
adrbk1	or5c1	1.00
adrbk1	or5d13	1.00
adrbk1	or5d14	1.00
adrbk1	or5d16	1.00
adrbk1	or5d18	1.00
adrbk1	or5f1	1.00
adrbk1	or5h1	1.00
adrbk1	or5h14	1.00
adrbk1	or5h2	1.00
adrbk1	or5h6	1.00
adrbk1	or5i1	1.00
adrbk1	or5j2	1.00
adrbk1	or5k1	1.00
adrbk1	or5k2	1.00
adrbk1	or5k3	1.00
adrbk1	or5k4	1.00
adrbk1	or5l1	1.00
adrbk1	or5l2	1.00
adrbk1	or5m1	1.00
adrbk1	or5m10	1.00
adrbk1	or5m11	1.00
adrbk1	or5m3	1.00
adrbk1	or5m8	1.00
adrbk1	or5m9	1.00
adrbk1	or5p2	1.00
adrbk1	or5p3	1.00
adrbk1	or5r1	1.00
adrbk1	or5t1	1.00
adrbk1	or5t2	1.00
adrbk1	or5t3	1.00
adrbk1	or5v1	1.00
adrbk1	or5w2	1.00
adrbk1	or6a2	1.00
adrbk1	or6b1	1.00
adrbk1	or6b2	1.00
adrbk1	or6b3	1.00
adrbk1	or6c1	1.00
adrbk1	or6c2	1.00
adrbk1	or6c3	1.00
adrbk1	or6c4	1.00
adrbk1	or6c6	1.00
